2021-04-20T17:39:58.456Z,36.3511,138.5313,169.51,4.8,mb,,60,0.322,0.84,us,us6000e3al,2021-04-24T02:52:35.098Z,"9 km ENE of Komoro, Japan",earthquake,5.3,3.6,0.038,226,reviewed,us,us
2021-04-20T19:34:11.993Z,23.781,121.5324,10,3,ml,,141,0.395,0.3,us,us6000e3bn,2021-04-20T21:29:45.491Z,"22 km SSW of Hualien City, Taiwan",earthquake,1.5,1.8,0.091,16,reviewed,us,us
2021-04-20T19:58:02.860Z,55.5383,-159.7964,65.7,3.3,ml,,,,0.82,ak,ak021528ruq3,2021-04-20T21:06:16.040Z,"45 km SSW of Ivanof Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-04-20T20:01:27.333Z,17.5659,147.3829,10,5,mb,,58,4.637,0.59,us,us6000e3bd,2021-04-24T20:11:36.464Z,"Mariana Islands region",earthquake,10.4,1.8,0.049,138,reviewed,us,us
2021-04-20T20:11:27.392Z,31.66052085,-104.3597905,6.362939453,2.5,ml,19,69,0.1204668656,0.3,tx,tx2021hsrv,2021-04-21T21:13:34.040Z,"57 km S of Whites City, New Mexico",earthquake,1.225736251,1.794131243,0.1,13,reviewed,tx,tx
2021-04-20T21:08:23.870Z,19.2143333333333,-155.413666666667,35.04,2.82,md,55,143,,0.11,hv,hv72434592,2021-04-20T22:05:53.428Z,"6 km E of Pāhala, Hawaii",earthquake,0.45,0.53,0.10758017711228,24,reviewed,hv,hv
2021-04-20T21:15:40.233Z,45.8585,16.0291,14.48,3,ml,,72,0.802,0.67,us,us6000e3bs,2021-04-21T13:25:40.168Z,"3 km NW of Dubrava, Croatia",earthquake,4.1,7.5,0.054,45,reviewed,us,us
2021-04-20T21:40:38.020Z,38.8320007,-122.8073349,1.96,2.45,md,39,36,0.008855,0.05,nc,nc73552280,2021-04-21T00:20:08.523Z,"7km W of Cobb, CA",earthquake,0.17,0.28,0.1,19,automatic,nc,nc
2021-04-20T23:07:30.940Z,17.9556,-67.0018,7,3.08,md,21,204,0.0446,0.13,pr,pr2021110009,2021-04-21T00:48:59.579Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.42,0.22,0.21,17,reviewed,pr,pr
2021-04-21T00:38:45.267Z,-21.3364,-71.3939,10,4.8,mb,,149,1.369,0.94,us,us6000e3cp,2021-04-21T15:50:14.893Z,"149 km NW of Tocopilla, Chile",earthquake,6.2,1.9,0.098,32,reviewed,us,us
